event,date,fight_url,fighter_a,fighter_b,winner,method,round,time,weight_class
UFC 226: Miocic vs. Cormier,"July 07, 2018",http://www.ufcstats.com/fight-details/2817a6f9e09eb15f,Drakkar Klose,Lando Vannata,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 226: Miocic vs. Cormier,"July 07, 2018",http://www.ufcstats.com/fight-details/9589b41c4637b057,Curtis Millender,Max Griffin,Draw/NC,U-DEC,3,5:00,Welterweight
UFC 226: Miocic vs. Cormier,"July 07, 2018",http://www.ufcstats.com/fight-details/bd97a96ac8203457,Dan Hooker,Gilbert Burns,Draw/NC,"KO/TKO

      

        Punches",1,2:28,Lightweight
UFC 226: Miocic vs. Cormier,"July 07, 2018",http://www.ufcstats.com/fight-details/c931097a857ed60c,Emily Whitmire,Jamie Moyle,Draw/NC,U-DEC,3,5:00,Women's Strawweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/247f9e56965a1c07,Israel Adesanya,Brad Tavares,Draw/NC,U-DEC,5,5:00,Middleweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/1d8e2e8e3bd28cad,Michael Trizano,Joe Giannetti,Draw/NC,S-DEC,3,5:00,Lightweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/1901d27ea35ae733,Brad Katona,Jay Cucciniello,Draw/NC,U-DEC,3,5:00,Featherweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/674f3fa16e717ff1,Alex Caceres,Martin Bravo,Draw/NC,S-DEC,3,5:00,Featherweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/7c2b219fe208c565,Roxanne Modafferi,Barb Honchak,Draw/NC,"KO/TKO

      

        Elbows",2,3:32,Women's Flyweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/760b90b0805e0fbf,Alessio Di Chirico,Julian Marquez,Draw/NC,S-DEC,3,5:00,Middleweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/b3caae587e956f54,Montana De La Rosa,Rachael Ostovich,Draw/NC,"SUB

      

        Rear Naked Choke",3,4:21,Women's Flyweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/4caa0dcdaa253612,Luis Pena,Richie Smullen,Draw/NC,"SUB

      

        Guillotine Choke",1,3:32,Lightweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/9fc03704a10977b3,John Gunther,Allan Zuniga,Draw/NC,M-DEC,3,5:00,Lightweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/ca3963b76a38c408,Bryce Mitchell,Tyler Diamond,Draw/NC,M-DEC,3,5:00,Featherweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/4d549f33c0711a7a,Steven Peterson,Matt Bessette,Draw/NC,S-DEC,3,5:00,Featherweight
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",http://www.ufcstats.com/fight-details/363b72bf7f75091c,Gerald Meerschaert,Oskar Piechota,Draw/NC,"SUB

      

        Rear Naked Choke",2,4:55,Middleweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/28c70663b99560a8,Leon Edwards,Donald Cerrone,Draw/NC,U-DEC,5,5:00,Welterweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/bb4755924dfafaea,Ovince Saint Preux,Tyson Pedro,Draw/NC,"SUB

      

        Armbar",1,2:54,Light Heavyweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/2242e7df6f320ea6,Jessica Eye,Jessica-Rose Clark,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/484c48d3723e72cd,Li Jingliang,Daichi Abe,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/8167bd097a16062f,Petr Yan,Teruto Ishihara,Draw/NC,"KO/TKO

      

        Punch",1,3:28,Bantamweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/c5c5f678558a0ba2,Song Yadong,Felipe Arantes,Draw/NC,"KO/TKO

      

        Elbow",2,4:59,Bantamweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/bb7408d59b7279f7,Shane Young,Rolando Dy,Draw/NC,"KO/TKO

      

        Elbow",2,4:40,Featherweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/b125025990755616,Song Kenan,Hector Aldana,Draw/NC,"KO/TKO

      

        Punch",2,4:45,Welterweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/ab6cd718c5459eeb,Jake Matthews,Shinsho Anzai,Draw/NC,"SUB

      

        Rear Naked Choke",1,2:44,Welterweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/d80b0bea0e260b95,Yan Xiaonan,Viviane Pereira,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/d5176b45df32f67e,Matt Schnell,Naoki Inoue,Draw/NC,S-DEC,3,5:00,Flyweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/26582aa0b79d2f20,Yuta Sasaki,Jenel Lausa,Draw/NC,"SUB

      

        Rear Naked Choke",2,4:04,Flyweight
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",http://www.ufcstats.com/fight-details/3d12c63c47828937,Ji Yeon Kim,Melinda Fabian,Draw/NC,S-DEC,3,5:00,Women's Flyweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/5a09fd7cb3db9705,Robert Whittaker,Yoel Romero,Draw/NC,S-DEC,5,5:00,Middleweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/eb6f80ccaf2a3dbc,Colby Covington,Rafael Dos Anjos,Draw/NC,U-DEC,5,5:00,Welterweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/051124b25d576906,Holly Holm,Megan Anderson,Draw/NC,U-DEC,3,5:00,Women's Featherweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/319b09306094259b,Tai Tuivasa,Andrei Arlovski,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/64756e0f4b305da8,CM Punk,Mike Jackson,Draw/NC,Overturned,3,5:00,Welterweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/7fd0f7b3866b2c75,Curtis Blaydes,Alistair Overeem,Draw/NC,"KO/TKO

      

        Elbows",3,2:56,Heavyweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/c3425412e4f2f486,Claudia Gadelha,Carla Esparza,Draw/NC,S-DEC,3,5:00,Women's Strawweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/32990cbf8976d94b,Mirsad Bektic,Ricardo Lamas,Draw/NC,S-DEC,3,5:00,Featherweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/140e810f952714ea,Chris de la Rocha,Rashad Coulter,Draw/NC,"KO/TKO

      

        Punches",2,3:53,Heavyweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/8f9b16f170dbdbb6,Anthony Smith,Rashad Evans,Draw/NC,"KO/TKO

      

        Knee",1,0:53,Light Heavyweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/5e2f2f5d9a756de9,Sergio Pettis,Joseph Benavidez,Draw/NC,S-DEC,3,5:00,Flyweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/e82d734674ce4d46,Charles Oliveira,Clay Guida,Draw/NC,"SUB

      

        Guillotine Choke",1,2:18,Lightweight
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",http://www.ufcstats.com/fight-details/d3f5854d16fc31f9,Dan Ige,Mike Santiago,Draw/NC,"KO/TKO

      

        Punches",1,0:50,Featherweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/69b147aaaafeb47d,Marlon Moraes,Jimmie Rivera,Draw/NC,"KO/TKO

      

        Kick",1,0:33,Bantamweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/921a8db065cd8cc5,Gregor Gillespie,Vinc Pichel,Draw/NC,"SUB

      

        Arm Triangle",2,4:06,Lightweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/f43f9861e73739c8,Walt Harris,Daniel Spitz,Draw/NC,"KO/TKO

      

        Punches",2,4:59,Heavyweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/b7c7707ccea492c7,Ben Saunders,Jake Ellenberger,Draw/NC,"KO/TKO

      

        Knee",1,1:56,Welterweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/9cb4196446f3ce79,Julio Arce,Daniel Teymur,Draw/NC,"SUB

      

        Rear Naked Choke",3,2:55,Featherweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/194d73490eb731c6,Sam Alvey,Gian Villante,Draw/NC,S-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/9fb0a4e18ddcd14c,Sijara Eubanks,Lauren Murphy,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/a25633b1494f1360,David Teymur,Nik Lentz,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/026c4a26106cc158,Belal Muhammad,Chance Rencountre,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/19fc916df1f0e6ff,Desmond Green,Gleison Tibau,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/4b155647201d549e,Nathaniel Wood,Johnny Eduardo,Draw/NC,"SUB

      

        D'Arce Choke",2,2:18,Bantamweight
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",http://www.ufcstats.com/fight-details/7969abc596485189,Jose Torres,Jarred Brooks,Draw/NC,"KO/TKO

      

        Punches",2,2:55,Flyweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/cd117bfce747184f,Darren Till,Stephen Thompson,Draw/NC,U-DEC,5,5:00,Welterweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/426ca5caeb857f1e,Neil Magny,Craig White,Draw/NC,"KO/TKO

      

        Knee",1,4:32,Welterweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/f6efb09c01e4cac6,Arnold Allen,Mads Burnell,Draw/NC,"SUB

      

        Guillotine Choke",3,2:41,Featherweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/52565f62fb3822db,Makwan Amirkhani,Jason Knight,Draw/NC,S-DEC,3,5:00,Featherweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/9dcf8ce308eaa050,Claudio Silva,Nordine Taleb,Draw/NC,"SUB

      

        Rear Naked Choke",1,4:31,Welterweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/20b5de395c0f1375,Darren Stewart,Eric Spicely,Draw/NC,"KO/TKO

      

        Punch",2,1:47,Middleweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/8b1dc96a00a8e881,Tom Breese,Daniel Kelly,Draw/NC,"KO/TKO

      

        Punch",1,3:33,Middleweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/b3096e8dd4e90718,Lina Lansberg,Gina Mazany,Draw/NC,U-DEC,3,5:00,Women's Bantamweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/3e9ddcd30fdc5d85,Carlo Pedersoli Jr.,Brad Scott,Draw/NC,S-DEC,3,5:00,Welterweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/326c3eaa1e9e3dc4,Gillian Robertson,Molly McCann,Draw/NC,"SUB

      

        Rear Naked Choke",2,2:05,Women's Flyweight
UFC Fight Night: Thompson vs. Till,"May 27, 2018",http://www.ufcstats.com/fight-details/f71d46f804307bd2,Elias Theodorou,Trevor Smith,Draw/NC,U-DEC,3,5:00,Middleweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/47f42aa7cf851a29,Kamaru Usman,Demian Maia,Draw/NC,U-DEC,5,5:00,Welterweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/24f2d2dd9fea5d79,Tatiana Suarez,Alexa Grasso,Draw/NC,"SUB

      

        Rear Naked Choke",1,2:44,Women's Strawweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/1290d7eb0fefd3f3,Dominick Reyes,Jared Cannonier,Draw/NC,"KO/TKO

      

        Punch",1,2:55,Light Heavyweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/db8887f2085f7971,Guido Cannetti,Diego Rivas,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/6222cdc86b12d251,Andrea Lee,Veronica Hardy,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/47c140debc977214,Vicente Luque,Chad Laprise,Draw/NC,"KO/TKO

      

        Punch",1,4:16,Welterweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/df0d4130944776d9,Michel Prazeres,Zak Cummings,Draw/NC,S-DEC,3,5:00,Welterweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/49b47b5b5f15c7c0,Alexandre Pantoja,Brandon Moreno,Draw/NC,U-DEC,3,5:00,Flyweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/c571ac76ca45c1cb,Poliana Botelho,Syuri Kondo,Draw/NC,"KO/TKO

      

        Kick",1,0:33,Women's Strawweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/79c22394d9c2144d,Gabriel Benitez,Humberto Bandenay,Draw/NC,"KO/TKO

      

        Slam",1,0:39,Featherweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/53febf2fb416f9de,Enrique Barzola,Brandon Davis,Draw/NC,U-DEC,3,5:00,Featherweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/e6fdf9e67f84a0e0,Frankie Saenz,Henry Briones,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Maia vs. Usman,"May 19, 2018",http://www.ufcstats.com/fight-details/866b2c2e354aa27b,Claudio Puelles,Felipe Silva,Draw/NC,"SUB

      

        Kneebar",3,2:23,Lightweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/3454f5c7203467aa,Amanda Nunes,Raquel Pennington,Draw/NC,"KO/TKO

      

        Punches",5,2:36,Women's Bantamweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/d86e31793564cd31,Kelvin Gastelum,Jacare Souza,Draw/NC,S-DEC,3,5:00,Middleweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/7ec70261afdecda8,Mackenzie Dern,Amanda Cooper,Draw/NC,"SUB

      

        Rear Naked Choke",1,2:27,Women's Strawweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/b152646345037056,John Lineker,Brian Kelleher,Draw/NC,"KO/TKO

      

        Punch",3,3:43,Bantamweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/7072a324a82c4297,Lyoto Machida,Vitor Belfort,Draw/NC,"KO/TKO

      

        Kick",2,1:00,Middleweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/c8fdd3f7178fbfa4,Cezar Ferreira,Karl Roberson,Draw/NC,"SUB

      

        Arm Triangle",1,4:45,Middleweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/3dcb1a7b081afbe1,Aleksei Oleinik,Junior Albini,Draw/NC,"SUB

      

        Ezekiel Choke",1,1:45,Heavyweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/5ea39e0fc3b64e83,Davi Ramos,Nick Hein,Draw/NC,"SUB

      

        Rear Naked Choke",1,4:15,Lightweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/6b325792b8fb1f46,Elizeu Zaleski dos Santos,Sean Strickland,Draw/NC,"KO/TKO

      

        Kick",1,3:40,Welterweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/25da6035f591c245,Warlley Alves,Sultan Aliev,Draw/NC,KO/TKO,2,5:00,Welterweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/014f7dc96c90c199,Jack Hermansson,Thales Leites,Draw/NC,"KO/TKO

      

        Punches",3,2:10,Middleweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/53d6a7634c7fc036,Ramazan Emeev,Alberto Mina,Draw/NC,U-DEC,3,5:00,Welterweight
UFC 224: Nunes vs. Pennington,"May 12, 2018",http://www.ufcstats.com/fight-details/5f1a828f8d4c3b01,Markus Perez,James Bochnovic,Draw/NC,"SUB

      

        Rear Naked Choke",1,4:28,Middleweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/dbb0ca0198ac514a,Kevin Lee,Edson Barboza,Draw/NC,KO/TKO,5,2:18,Lightweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/6d8ce1abde550bc6,Frankie Edgar,Cub Swanson,Draw/NC,U-DEC,3,5:00,Featherweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/bef2a2e68fb4dfa8,Justin Willis,Chase Sherman,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/62aab95c866a9c5b,David Branch,Thiago Santos,Draw/NC,"KO/TKO

      

        Punch",1,2:30,Middleweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/6dd0874dec826397,Aljamain Sterling,Brett Johns,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/0f88658e787815c8,Dan Hooker,Jim Miller,Draw/NC,"KO/TKO

      

        Knee",1,3:00,Lightweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/ef86720364837f68,Ryan LaFlare,Alex Garcia,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/a017d5806eaa6018,Ricky Simon,Merab Dvalishvili,Draw/NC,"SUB

      

        Guillotine Choke",3,5:00,Bantamweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/dbed6292db8b0212,Siyar Bahadurzada,Luan Chagas,Draw/NC,"KO/TKO

      

        Kick",2,2:40,Welterweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/a22add1024153ddb,Corey Anderson,Patrick Cummins,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",http://www.ufcstats.com/fight-details/d2b5ce5548b71668,Anthony Rocco Martin,Keita Nakamura,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/bfae2fb50efbdb0f,Dustin Poirier,Justin Gaethje,Draw/NC,"KO/TKO

      

        Punch",4,0:33,Lightweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/e18a8b333529cc09,Alex Oliveira,Carlos Condit,Draw/NC,"SUB

      

        Guillotine Choke",2,3:17,Welterweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/b8b9a8e504d51ba5,Israel Adesanya,Marvin Vettori,Draw/NC,S-DEC,3,5:00,Middleweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/57d05d28e3fbee4f,Michelle Waterson-Gomez,Cortney Casey,Draw/NC,S-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/5164f1c4103616fd,Antonio Carlos Junior,Tim Boetsch,Draw/NC,"SUB

      

        Rear Naked Choke",1,4:28,Middleweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/17c53d93d549cb03,Muslim Salikhov,Ricky Rainey,Draw/NC,"KO/TKO

      

        Punch",2,4:12,Welterweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/15aee8ad5d9e9d58,John Moraga,Wilson Reis,Draw/NC,U-DEC,3,5:00,Flyweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/01c9acf719298187,Brad Tavares,Krzysztof Jotko,Draw/NC,"KO/TKO

      

        Punch",3,2:16,Middleweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/59363451049c929d,Gilbert Burns,Dan Moret,Draw/NC,"KO/TKO

      

        Punch",2,0:59,Lightweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/85060e6e71ed14e4,Lauren Mueller,Shana Dobson,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/418a7100e490e791,Yushin Okami,Dhiego Lima,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/47fc0736929125bd,Adam Wieczorek,Arjan Bhullar,Draw/NC,"SUB

      

        Omoplata",2,1:59,Heavyweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/bd1e01de1f24962b,Alejandro Perez,Matthew Lopez,Draw/NC,"KO/TKO

      

        Punches",2,3:42,Bantamweight
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",http://www.ufcstats.com/fight-details/4210f9b11debf1fc,Luke Sanders,Patrick Williams,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/eab7b76e177e1903,Khabib Nurmagomedov,Al Iaquinta,Draw/NC,U-DEC,5,5:00,Lightweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/829b3ee4145a1ae6,Rose Namajunas,Joanna Jedrzejczyk,Draw/NC,U-DEC,5,5:00,Women's Strawweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/95edc0b6438f2592,Renato Moicano,Calvin Kattar,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/6c5f7f98ec0b6f17,Zabit Magomedsharipov,Kyle Bochniak,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/bab65d16fa74fc5b,Chris Gruetzemacher,Joe Lauzon,Draw/NC,KO/TKO,2,5:00,Lightweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/5315bd4542b21c4b,Karolina Kowalkiewicz,Felice Herrig,Draw/NC,S-DEC,3,5:00,Women's Strawweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/8803935990adafc1,Olivier Aubin-Mercier,Evan Dunham,Draw/NC,"KO/TKO

      

        Knees",1,0:53,Lightweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/28f7ba820350e3a3,Ashlee Evans-Smith,Bec Rawlings,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",http://www.ufcstats.com/fight-details/12563423bf15e75d,Devin Clark,Mike Rodriguez,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/e835e9a4564db497,Alexander Volkov,Fabricio Werdum,Draw/NC,"KO/TKO

      

        Punch",4,1:38,Heavyweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/5f19b0135414b454,Jan Blachowicz,Jimi Manuwa,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/848e7af760788418,Tom Duquesnoy,Terrion Ware,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/e84fa12d87993ec5,Leon Edwards,Peter Sobotta,Draw/NC,"KO/TKO

      

        Punch",3,4:59,Welterweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/f8ee14dbf966b9e6,Charles Byrd,John Phillips,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:58,Middleweight
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",http://www.ufcstats.com/fight-details/288c942b0ad152a6,Danny Roberts,Oliver Enkamp,Draw/NC,"KO/TKO

      

        Punch",1,2:12,Welterweight
